term_id,canonical_term,category,subcategory,definition,mechanical_role,typical_value_unit,design_notes,scope,added,search_tags
WG-0407,Take Aim,Targeting & visibility,Accuracy action,Spend an action or opportunity to improve a subsequent ranged attack.,Trades tempo for accuracy,action / modifier,"Same design family as Aim, but kept as a named action where the exact phrase matters.",Generic named action,2026-09-23,take aim aiming action; prepare shot targeting & visibility accuracy action
WG-0408,Impact Attack,Combat & weapons,Charge effect,An extra attack or hit generated by momentum when a unit completes a charge or collision.,Rewards successful charges with front-loaded damage,attacks / hits,Related to existing Impact X; this record is the broader concept.,Generic concept,2026-09-23,impact attack impact hit; charge impact combat & weapons charge effect
WG-0409,Broken,Damage & morale,Morale state,A severe morale or cohesion state that restricts a unit until it recovers or rallies.,Models formation collapse short of removal,state / marker,Related to Routed but not necessarily identical.,Generic,2026-09-23,broken broken status; broken formation damage & morale morale state
WG-0410,Guts Roll,Damage & morale,Post-attack test,A post-attack test that determines whether a surviving model holds position or moves toward safety.,"Connects survival, morale and reactive displacement",test,Useful canonical family: post-attack morale/displacement response.,"System-specific label, generic concept",2026-09-23,guts roll guts check; survival response damage & morale post-attack test
WG-0411,Barrel Roll,Movement,Vehicle manoeuvre,A template-defined lateral repositioning manoeuvre.,Provides sideways repositioning without a normal forward manoeuvre,template / distance,Keep distinct from aircraft aerobatics outside the rules abstraction.,"System-specific label, generic vehicle-movement concept",2026-09-23,barrel roll lateral roll; side reposition movement vehicle manoeuvre
WG-0412,Boost Manoeuvre,Movement,Vehicle manoeuvre,An additional template-based movement action outside the ship's normal manoeuvre.,Converts action economy into extra repositioning,template / speed,Separate semantic record from Boost Roll.,"System-specific label, generic concept",2026-09-23,boost manoeuvre boost action; boost [movement] movement vehicle manoeuvre
WG-0413,Lock,Targeting & visibility,Target designation,A persistent designation of another game object that can later improve attacks or enable abilities.,Stores target-acquisition state,token / relation,Canonical family: persistent target lock.,Generic concept,2026-09-23,lock target lock; lock token targeting & visibility target designation
WG-0414,Overlap,Measurement & spatial,Collision,"A movement event in which a model's footprint, path or final position intersects another object or obstacle under the rules.",Triggers collision/positioning consequences,event / geometry,"Define separately whether bases may physically overlap, pass through or only trigger an overlap event.",Generic concept,2026-09-23,overlap collision overlap; bump measurement & spatial collision
WG-0415,Ion,Damage & morale,Control condition,An accumulating control effect that restricts or dictates later movement or actions.,Constrains manoeuvrability,token / threshold,Science-fiction label; mechanic belongs to the movement-control condition family.,"System-specific label, generic concept",2026-09-23,ion ionised; ion token damage & morale control condition
WG-0416,Tractor,Movement,Forced movement / control,An effect representing external manipulation of a target's position or manoeuvrability.,Forces repositioning or weakens positional control,token / forced move,Science-fiction label for a broader forced-movement/debuff concept.,"System-specific label, generic concept",2026-09-23,tractor tractor token; tractor effect movement forced movement / control
WG-0417,After-Action Report,Game format & scale,Play record,"A written, illustrated or recorded account of a completed game, from a short result summary to a detailed turn-by-turn report.",Documents play and outcomes,report / document,Useful to designers as qualitative playtest evidence.,Hobby / design vocabulary,2026-09-23,after-action report aar; battle report; debrief game format & scale play record
WG-0418,Artificial Intelligence,Game format & scale,Automated opponent,Rules or procedures that determine the behaviour of a non-human-controlled side.,Enables solitaire or partially automated play,table / flowchart / deck / procedure,"In tabletop use, AI need not involve machine learning.",Generic,2026-09-23,artificial intelligence ai; solitaire opponent; bot game format & scale automated opponent
WG-0419,Area Control,Objectives & scoring,Map control,"A mechanic in which controlling defined map areas grants points, resources, access or another benefit.",Turns spatial presence into strategic value,area / majority / control value,"Separate from Zone of Control, which is a local influence rule around a unit.",Generic,2026-09-23,area control territorial control; control area objectives & scoring map control
WG-0420,Area Impulse,Turn structure,Activation model,A turn structure divided into short impulses whose number or availability may vary through random or procedural factors.,Creates uncertain tempo and prioritisation,impulses / turn,Often combined with area-based movement or activation.,Generic,2026-09-23,area impulse impulse system; area-impulse activation turn structure activation model
WG-0421,Area Movement,Movement,Abstract movement,Movement between defined map areas instead of measured physical distance or counted grid spaces.,Abstracts geography into connected regions,areas moved,Areas need not have equal physical size.,Generic,2026-09-23,area movement zone movement; area-to-area movement movement abstract movement
WG-0422,Asymmetric Game,Game format & scale,Force relationship,"A game in which opposing sides have materially different capabilities, constraints or victory requirements.",Creates unequal but intentionally designed roles,scenario-defined,Asymmetry is not itself imbalance; objectives and time limits can compensate.,Generic,2026-09-23,asymmetric game asymmetrical game; asymmetric forces game format & scale force relationship
WG-0423,Average Dice,Resolution & tests,Dice type,A non-standard die or die-numbering convention designed to cluster outcomes more tightly around the middle.,Reduces variance while retaining randomness,custom die values,Useful where designers want less swing than an ordinary uniform die.,Generic,2026-09-23,average dice average die; averaging die resolution & tests dice type
WG-0424,Block Game,Game format & scale,Component system,"A wargame using blocks as units, often concealing unit identity or strength from the opponent.",Combines piece representation with fog of war,block / step values,Rotating a block can also track strength in some designs.,Generic,2026-09-23,block game block wargame; block system game format & scale component system
